customer	tier	homeStore	homeStoreLat	homeStoreLon	distance	receipt	datetime	onlineFlag	store	storeLat	storeLon	upc	desc	mupc	subcat	subcat_num	cat	cat_num	dept	dept_num	sales	discount	quantity
a1d1ca6476412bceaba4ac36d962a5bbfeab03bd	1	35	35.161696	-80.849471	0.956021981	500829a5061780f0a9678426fe3f3556f342ebeb	11/21/14 17:22	0	218	35.175855	-80.85013	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	1.5	1
08c8d8f993178631c524f7b4a410893e5efbb070	2	60	35.006282	-80.562829	15.96753798	566ea926b5c24de6088a3db9af952faf47d54d41	2/7/15 9:47	0	60	35.006282	-80.562829	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
bb95169b2202a20a3184246788155382d40e9871	1	27	35.037115	-80.8062	0.371553044	f7ea6086dfcf6fc24dd58ad70ed037fde267c8a7	12/24/14 9:22	0	27	35.037115	-80.8062	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
ad887550379f3bd0410210e61b5ee732d63545dd	3	160	35.152722	-80.825175	1.181187508	5658c5ed31cb408ee76bb20a4d04929c4cd9cae0	3/7/15 16:40	0	160	35.152722	-80.825175	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0.5	1
86f768c3eb414602620b406a4d1574000c931d18	2	46	35.28326	-80.66939	2.219789936	778e191a447c6957732a3d57cd9f2308ab27129e	1/24/15 12:52	0	46	35.28326	-80.66939	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
79c737fb93d5bc96ed46ac428bf820ad646cfaf7	1	273	35.06858	-80.7007	1.069033545	3e17dae9b83fe197f6d04bb2fc7477cf2bda0da3	10/10/14 19:59	0	273	35.06858	-80.7007	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
642a4e46e1c4e3422b7c51fefec4dc7b7c09726d	1	343	35.024332	-80.760919	1.761621429	92f06f37d328931253cecabcd4bd191c766a4df6	11/11/14 18:09	0	40	35.052812	-80.770346	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
19349c088eb2cd43f2326ff2ce539dba6dd3ffc0	1	178	35.667941	-80.497332	6.095754995	cfbb1be4b16a665860ffc7c62ee9dfa8ecad13d3	2/14/15 12:57	0	178	35.667941	-80.497332	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
87e6ac8869d8262cf130fd7635f428006b93dabe	1	182	34.95459	-80.758228	1.459051272	82df8d82c92e9dd6f9c551e63732de4d03fa2c2d	2/16/15 20:10	0	182	34.95459	-80.758228	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
ced8f0c24693c24c02a5e87114c62cabf3862b9b	1	66	35.059823	-80.816172	0.831902964	308b74f6bb73a8e982e96fb83a4432e058e33e3a	2/21/15 16:10	0	66	35.059823	-80.816172	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
1c1cb70ff84ff398bf5b401708e83cb80d85f779	1	190	35.41832	-80.746334	1.169342599	8ec4184348fa8938bf627bb3747e2cbf86f929a5	10/5/14 17:14	0	190	35.41832	-80.746334	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
ebec0fcb0da111560db086b146ce4029291f8a12	3	166	35.323246	-80.945176	1.579916478	b367ce0990c97493bd66ce13c36bb2d571918b61	3/5/15 10:11	0	166	35.323246	-80.945176	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0.5	1
06ac849b03629b6f1971b08f233095c883d3a07d	1	471	35.442529	-80.762919	3.138454008	ecad9445b433448d8a20a9fb505beca65814d498	11/30/14 17:47	0	61	35.204336	-80.844274	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
ed0e808f2d6d62d5ad153c62e4c8b8edac290634	1	160	35.152722	-80.825175	1.526311892	eb50ae7789e391ffd42f9f0b2cd9492f0c205963	2/7/15 13:14	0	160	35.152722	-80.825175	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
694c1d1e4cb9b3458d6e8fa64f10b4603268804a	2	401	35.219587	-80.810056	0.810296093	fb0d74ed73a9cc4a62bd809052c3da2d3843f422	1/15/15 17:48	0	66	35.059823	-80.816172	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
b7fca67969aabe5f0d2f0eb2262840e205370814	1	209	35.40953	-80.86175	0.964414255	d0912face65e2550bea3c1283ab3611aad9ca833	1/23/15 13:32	0	272	35.4437	-80.8955	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
be79307384fbe74d1c28a1b76e2487bc7bd7198c	1	340	35.444615	-80.861571	1.8498572	9f27cc25f0accb1a076cbd0087128d36430a4732	1/6/15 12:45	0	340	35.444615	-80.861571	9300004084	MT OLV JALAPENO SLICES	930000405	PEPPERS	161	PICKLES/OLIVES/RELISHES	25	G1 GROCERY	1	4.49	0	1
